id,subject,body,channel,district,complaint_history,label
G100988,No doctor at the PHC since the festival,"Namaskar, Pregnant women from MG layout are being turned away at raat because nobody senior is on duty. Two deliveries happened in autos on the way to the district centre this month. A tragedy si waiting. Kindly do the needful. Kripya dhyan dijiye, bahut urgent hai.",facebook,Sundarnagar,repeat_complaint,healthcare|critical
G104474,Chain snatching incidents in the lake road side,"Dear team, Our neighbour has openly threatened to burn our shop tonight over a land dispute, and the station is refusing to note it down, calling it a ""family matter"". If something happens tonight the responsibility is on record now. An illegal liquor outlet operates openly near the school in MG layout. Drunk men sit along the road children take. Written complaints have changed nothing. Hoping for quick action.",field_visit,Sundarnagar,first_time,law_and_order|critical
G102954,Complaitn from rseidents,"Hello, The water coming in our taps is brown and smells of sewage, and nine people from ward 11 including small children are admitted with vomiting and loose motions since yesterday. Stop this supply immediately before more fall sick. Water supply here is otherwise okay, that is not the problem.",helpline_call,Rampura,repeat_complaint,water_supply|critical
G103655,Request for immediate action,"Sir/Madam, The government hospital pharmacy says BP and diabetes medicines are out of stock since yesterday. Poor patients are skipping doses because private prices are unaffordable. Police did visit once but this complaint is not about them. Please escalate to higher officials.",field_visit,Rampura,repeat_complaint,healthcare|high
G102729,Second time complaining,"Sir/Madam, Canal water never reaches the tail-end fields of ward 4. Upstream farms take everything and the outlet gates are broken. Our crop is drying while we watch. Kindly do the needful.",janata_darshan,Krishnapura,repeat_complaint,agriculture_irrigation|high
G104843,Bridge condition near Ashryaa layout,"Sir namaste, Every monsoon the same stretch in MG layout becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. Last time they acted only after someone nearly died, must it come to that? The whole colony is waiting. Bahut pareshani ho rahi hai, kripya jaldi karvai kijiye.",helpline_call,Krishnapura,repeat_complaint,roads_transport|high
G101121,Teacher shortage at the government school,"Sir/Madam, A big chunk of the classroom ceiling in the ward 4 primary school fell during class hours yesterday, missing the children by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. The government school in Malligere has just two teachers handling six classes. Maths and science have had no dedicated teacher for six months. Board exam students are suffering the most. Hoping for quick action.",whatsapp,Krishnapura,first_time,education|critical
G103953,No bus srevice to our village,"Every monsoon the same stretch in Ashraya layout becomes impossible to cross, and this year it ahs already caused two accidents. The contractor vanished midway. Please escalate to higher officials. Namma colony jana kayta iddare.",facebook,Malligere,first_time,roads_transport|high
G104708,No toilets for girls at the high school,"Namaste, A big chunk of the classroom ceiling in the the weavers’ colony primary school fell during class hours yesterday, missing the children by a few feet. Classes are still being held in the same room because there is nowhere else. Close that room today itself. The MLA promised action on this before the elections but nothing happened. Please escalate to higher officials.",field_visit,Rampura,repeat_complaint,education|critical
G104345,Nobody is listening to us,"Sir/Madam, We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. The men gathering near the college gate followed two girls to their homes yesterday shouting threats. Parents are keeping daughters home from classes starting today. This needs police presence this evening, not next week. Many of us voted with a lot of hope last time. Kindly do the needful.",facebook,Sundarnagar,repeat_complaint,law_and_order|routine
G101608,Dangerous wires near houses,"Hello, We request shifting of the electric pole standing in the middle of the approach road to Gandhi colony. It was to be moved during the road widening but was left as is. If nothing happens we will raise it in the gram sabha again. Please escalate to higher officials.",whatsapp,Krishnapura,escalated,electricity|routine
G102666,Old-age pension stopped without reason,"Respected sir, My neighbour, a widow, was rejected for the pension saying her husband's death certificate has a one-letter name mismatch. Please guide which office corrects this. Last time they acted only after someone nearly died, must it come to that? People say the hospital got new equipment, but our issue remains. We are suffering a lot.",helpline_call,Ambalpet,escalated,welfare_schemes|routine
G100549,Appeal ot the war room,"Namaste, The transformer in MG layout burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness since last week. This has nothing to do with the school, the children are managing. Please help us.",field_visit,Devgiri,repeat_complaint,electricity|high
G101386,No toilets for girls at the high school,"Pranam sir, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. paani supply here is otherwise okay, that is not the problem. Hoping for quick action. Hum garib logon ki koi nahi sunta.",whatsapp,Devgiri,repeat_complaint,education|high
G102340,Medicines out of stock at government hospital,"Sir namaskara, The X-ray machine at our taluk facility has been under repair since yesterday, and the one technician comes twice a week. people wait from 6 am. Please sanction a permanent technician. This is tumba urgent. Daya vittu sahaya madi sir.",helpline_call,Ambalpet,escalated,healthcare|routine
G102003,School building condition worrying parents,"Namaskara sir, The mid-day meal has become watery and the same menu repeats daily. We request the committee to inspect the kitchen and the supply quality. janaru say the aspatre got new equipment, but our issue remains. If nothing happens we will raise it in the gram sabha again. We are suffering a lot. Bega parihara madi, tumba urgent ide.",facebook,Sundarnagar,first_time,education|routine
G105943,Water quality complaint from residents,"Namaste, The drainage line has clearly mixed into the drinking water pipeline near the weavers’ colony. Two children are on drips at the taluk hospital. People are still filling this water unaware. If nothing happens we will raise it in the gram sabha again. Please help us.",field_visit,Ambalpet,repeat_complaint,water_supply|critical
G100531,Dengue spreading in the lake road side,"Sanmanya sir, The X-ray machine at our taluk facility has been under repair since the festival, and the one technician comes twice a week. janaru wait from 6 am. Please sanction a permanent technician. Everything is urgent for officials only when TV cameras come. Please take immediate action.",whatsapp,Sundarnagar,repeat_complaint,healthcare|routine
G101852,Canal water not reaching tail-end farms,"Dear team, The standing paddy of the whole tail-end belt of Devgiri will be dead within this week if the reservoir release is not given now. The gates are with the department; one order can still save this season for 200 families. We are suffering a lot.",helpline_call,Ambalpet,repeat_complaint,agriculture_irrigation|critical
G106695,Urgent problem in our area,"Pranam sir, We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. Last time they acted only after someone nearly died, must it come to that? Please escalate to higher officials. Jaldi se jaldi madad kijiye sir.",facebook,Malligere,first_time,law_and_order|routine
G101487,Dangerous wires near houses,"Hello, We request shifting of the electric pole standing in the middle of the approach road to Gandhi colony. It was to be moved during the road widening but was left as is. We are not asking about the pension, that is coming properly. The whole colony is waiting.",janata_darshan,Krishnapura,first_time,electricity|routine
G102465,No toilets for girls at the high school,"Namaste, The government school in Sundarnagar has just two teachers handling six classes. Maths and science have had no dedicated teacher since the rains started. Board exam students are suffering the most. The roof of the primary school in the bus stand circle leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. Last time they acted only after someone nearly died, must it come to that? If nothing happens we will raise it in the gram sabha again. Please take immediate action.",helpline_call,Rampura,first_time,education|high
G104598,Crop insurance claim not settled for six months,"Namaskara sir, Canal neeru never reaches the tail-end fields of MG layout. Upstream farms take everything and the outlet gates are broken. Our bele is drying while we watch. farmers of Malligere who lost their crop in the unseasonal rains have not received the insurance settlement for the past month. The survey was done, photos taken, and then silence. Loan recovery notices have started coming. The rasthe in front was repaired last year so at least that is fine. Kindly do the needful. Daya vittu sahaya madi sir.",helpline_call,Chandpur,first_time,agriculture_irrigation|high
G103948,Bridge condition near the weavesr’ colony,"Dear team, Streetside vendors and parked lorries have taken over the footpath near Gandhi colony. We request the authorities to clear the encroachment and mark parking properly. Hoping for quick action.",whatsapp,Ambalpet,escalated,roads_transport|routine
G102295,Street lights not working in the lake road side,"Respected sir, This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. Unlike the power cuts which stopped, this issue continues. People say the hospital got new equipment, but our issue remains. Please treat this as top priority.",helpline_call,Malligere,first_time,electricity|routine
G101034,No bus service to our village,"Dear team, The bridge near Gandhi colony has developed wide cracks and buses full of school children still cross it daily. Engineers came, took photos, and left. It can give way any day. We are not asking about the pension, that is coming properly. The whole colony is waiting.",janata_darshan,Devgiri,escalated,roads_transport|critical
G100175,"Transformer burnt since last week, no replacement",Street lights in MG layout have not been working for six months. We request replacement of the fused lights before the festival season. Please escalate to higher officials.,helpline_call,Devgiri,first_time,electricity|routine
G105862,Borewell subsidy application stuck,"Sir ji, Stray cattle damaged part of my paddy and the compensation process needs many documents and visits. Requesting a simpler camp-based process in our hobli. Stray cattle damaged part of my paddy and the compensation process needs many documents and visits. Requesting a simpler camp-based process in our hobli. The MLA promised action on this before the elections but nothing happened. Please take immediate action. Hum garib logon ki koi nahi sunta.",helpline_call,Krishnapura,first_time,agriculture_irrigation|routine
G105100,School building condition worrying parents,"Hello, The roof of the primary school in MG layout leaks and classes shift to the corridor when it rains. The repair sanctioned last year has not started. Requesting it before next monsoon. The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are quietly pulling daughters out. Please treat this as top priority.",whatsapp,Malligere,first_time,education|routine
G104145,No bus service to our village,"Every monsoon the same stretch in the bus stand circle becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. We request speed breakers near the school road in MG layout. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. If nothing happens we will raise it in the gram sabha again. This is very urgent.",whatsapp,Krishnapura,escalated,roads_transport|high
G105213,Water quality complaint from residents,"Namaskar, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. We are sufefring a lot.",facebook,Malligere,first_time,water_supply|routine
G105107,No bus service to our village,"Pranam sir, Every monsoon the same stretch in the weavers’ colony becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. Last time they acted only after someone nearly died, must it come to that? Many of us voted with a lot of hope last time. This is bahut urgent.",facebook,Malligere,repeat_complaint,roads_transport|high
G103575,School building condition worrying parents,"Sir/Madam, The girls' high school has no functional toilet, and attendance of older girls is dropping every month. Parents are qiuetly pulling daughters out. Please escalate to higher officials.",facebook,Ambalpet,repeat_complaint,education|high
G100130,No toilets for girls at the hihg cshool,"Sir ji, Our gaon bachche walk 5 km each way because the promised upgraded classes for 8th and 9th never started here. Requesting the upgrade be taken up this academic year. The sadak in front was repaired last year so at least that is fine. Everything is urgent for officials only when TV cameras come. Kripya dhyan dijiye, bahut urgent hai.",helpline_call,Krishnapura,first_time,education|routine
G102662,Fertilizer shortage at the co-op society,"Pranam sir, farmers of Chandpur who lost their fasal in the unseasonal rains have not received the insurance settlement for over two months. The survey was done, photos taken, and then silence. Loan recovery notices have started coming. My pumpset subsidy application with all documents has been moving between two offices for over two months. Kindly tell me where the file is and what remains. Please treat this as top priority. Kripya dhyan dijiye, bahut urgent hai.",helpline_call,Malligere,first_time,agriculture_irrigation|high
G105872,Urgent problem in our area,"The new apartment construction next to the bus stand circle has sunk multiple borewells and pressure in our street taps has dropped. Please inspect and regulate. A main pipeline near MG layout has been leaking for three dina now, neeru flowing on the road daily. Requesting repair before the summer scarcity months. Last time they acted only after someone nearly died, must it come to that? Last time they acted only after someone nearly died, must it come to that? This is tumba urgent. Namma colony jana kayta iddare.",facebook,Ambalpet,first_time,water_supply|routine
G103308,Street lights not working in the lake road side,"Namaste, The transformer in the old market area burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkenss since yesterday. We face unscheduled power cuts of 6 to 8 hours daily in Ambalpet since last week. Students cannot study for exams and small businesses running on machines are shutting for the day. Many of us voted with a lot of hope last time. Please take immediate action.",field_visit,Ambalpet,escalated,electricity|high
G103335,Urgent problem in our area,"Sir/Madam, The second installment of the housing scheme has not been released though the walls are complete and photos were uploaded. The half-built house is soaking in rain and the family is in a rented shed. Many of us voted with a lot of hope last time. This is very urgent.",helpline_call,Ambalpet,repeat_complaint,welfare_schemes|high
G105156,Water quality complaint from residents,"Sanmanya sir, The new apartment construction next to the old market area has sunk multiple borewells and pressure in our street taps has dropped. Please inspect and regulate. Hoping for quick action. Daya vittu sahaya madi sir.",whatsapp,Malligere,escalated,water_supply|routine
G100986,Water quality complaint from residents,"Sir namaskara, A main pipeline near the old market area has been leaking since the festival, neeru flowing on the rasthe daily. Requesting repair before the summer scarcity months. neeru supply here is otherwise okay, that is not the problem. Please treat this as top priority. Tumba tondare aagide, bega action togoli.",janata_darshan,Ambalpet,first_time,water_supply|routine
G102090,Crop insurance claim not settled since yesterday,"Sir/Madam, The soil-testing van that was to visit Kotehalli never came, and the support price centre opens late each season. Requesting both be scheduled properly this year. Last time they acted only after someone nearly died, must it come to that? We are suffering a lot.",field_visit,Sundarnagar,first_time,agriculture_irrigation|routine
G101579,No bus service to our village,"We request speed breakers near the school road in the weavers’ colony. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. Last time they acted only after someone nearly died, must it come to that? The whole colony is waiting.",janata_darshan,Chandpur,first_time,roads_transport|routine
G102005,Power cuts of 6+ hours daily in Rampura,"Respected sir, This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. Everything is urgent for officials only when TV cameras come. We are suffering a lot.",field_visit,Devgiri,repeat_complaint,electricity|routine
G106567,Nobody is ilstening to us,"Respected sir, Our names were on the list at the panchayat office last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in MG layout. My mother's old-age pension stopped coming since the festival with no notice. It is her only income and she lives alone. the panchayat office says ""verification issue"" but cannot say what document is missing. Unlike the power cuts which stopped, this issue continues. Please escalate to higher officials.",helpline_call,Devgiri,repeat_complaint,welfare_schemes|high
G101967,Road dug up nad left open for isx months,"There is no proper bus connectivity from Devgiri to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Last time they acted only after someone nearly died, must it come to that? Hoping for quick action. Namma colony jana kayta iddare.",helpline_call,Chandpur,first_time,roads_transport|routine
G106143,Kindly look into this,We request speed breakers near the school road in the lake road side. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. The previous complaint number I was given never got a response. Kindly do the needful.,facebook,Malligere,repeat_complaint,roads_transport|routine
G101522,Kindly olok into this,"Namaste, Ambulances refuse to enter our lane because of the condition of the stretch between the temple and MG layout. Yesterday an elderly patient had to be carried on a cot to the highway. Hoping for quick action.",whatsapp,Krishnapura,escalated,roads_transport|critical
G100994,Fertilizer shortage at the co-op society,"Dear team, Farmers of Krishnapura who lost their crop in the unseasonal rains have not received the insurance settlement since the festival. The survey was done, photos taken, and then silence. Loan recovery notices have started coming. A pest outbreak is jumping farm to farm in ward 4 and the spray recommended by the local dealer is doing nothing. If the agriculture officer does not come in the next two days the whole cluster's crop is gone. Police did visit once but this complaint is not about them. We are suffering a lot.",janata_darshan,Ambalpet,repeat_complaint,agriculture_irrigation|high
G104951,Road dug up and left open since yesterday,"Namaskara sir, The bridge near the weavers’ colony has developed wide cracks and buses full of school children still cross it daily. Engineers came, took photos, and left. It can give way any day. Unlike the current cuts which stopped, this issue continues. Please escalate to higher officials. Namma colony jana kayta iddare.",helpline_call,Devgiri,repeat_complaint,roads_transport|critical
G103944,Long pending issue,"Sir/Madam, We request shifting of the electric pole standing in the middle of the approach road to ward 11. It was to be moved during the road widening but was left as is. Hoping for quick action.",whatsapp,Rampura,repeat_complaint,electricity|routine
G103343,Illegal liquor sale near the school,"We went to the station about our neighbour's abusive behaviour and were told to ""settle it among yourselves"". We request guidance on filing it properly. We rae not asking about the pension, that is coming properly.",field_visit,Sundarnagar,escalated,law_and_order|routine
G103245,Street lights not working in the old market area,This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. The previous complaint number I was given never got a response. Please escalate to higher officials.,field_visit,Devgiri,first_time,electricity|routine
G103088,Pipeline burst floodign the street,"Pranam sir, What arrives in our pipes for one hour every fourth day is barely enough. We request the department to revise the supply schedule for our layout. The MLA promised action on this before the elections but nothing happened. The whole colony is waiting.",field_visit,Devgiri,escalated,water_supply|routine
G105372,Safety of girls near the college gate,"Sir/Madam, The gambling den behind the market in Chandpur runs till late and young boys from our colony have started going there. Requesting it be shut down. The previous complaint number I was given never got a response.",whatsapp,Malligere,escalated,law_and_order|routine
G101657,Sand lorries running at night,"Hello, The gambling den behind the market in Sundarnagar runs till late and young boys from our colony have started going there. Requesting it be shut down. The road in front was repaired last year so at least that is fine. We are not asking about the pension, that is coming properly.",field_visit,Malligere,repeat_complaint,law_and_order|routine
G106374,Road dug up and left open for three days now,"Dear team, Streetside vendors and parked lorries have taken over the footpath near the weavers’ colony. We request the authorities to clear the encroachment and mark parking properly. Kindly do the needful.",helpline_call,Sundarnagar,escalated,roads_transport|routine
G106251,"Transformer burnt since the rains started, no replacement","Respected sir, The pole outside our house sparks loudly and threw flames in last night's drizzle. The lineman says ""log a complaint"". One spark on the thatched roofs here and the whole row of houses will burn. Hoping for quick action.",helpline_call,Kotehalli,repeat_complaint,electricity|critical
G100336,No response from officials,"Sir/Madam, The main road through the old market area in Rampura is full of potholes for over two months. Two-wheeler riders are falling daily and the taluk office keeps saying the tender is pending. Kindly do the needful.",field_visit,Devgiri,first_time,roads_transport|high
G100478,No drinking water in the old market area for over two months,"Sir/Madam, Our colony in Sundarnagar has not received drinking water since last week. Women are walking to the next village to fetch water while the ward member gievs new dates every week. This is very urgent.",whatsapp,Kotehalli,first_time,water_supply|high
G105877,No drinking watre in Gandhi colony fro six months,"Hello, A main pipeline near the weavers’ colony has been leaking for three days now, water flowing on the road daily. Requesting repair before the summer scarcity months. The previous complaint number I was given never got a response. Please treat this as top priority.",janata_darshan,Krishnapura,first_time,water_supply|routine
G101836,Second time complaining,"Sir namaste, There have been three chain-snatching incidents in ward 7 for over two months. Elderly women have stopped subah walks. Patrolling has not increased despite complaints. The MLA promised action on this before the elections but nothing happened. This is very urgent. Kripya dhyan dijiye, bahut urgent hai.",facebook,Malligere,first_time,law_and_order|high
G105914,"Footpath encroached, pedestrians on the road","Namaskar, Streetside vendosr and parked lorries have taken over the footpath near MG layout. We request the authorities to clear the encroachment and mark parking properly. Please escalate to higher officials. Jaldi se jaldi madad kijiye sir.",helpline_call,Devgiri,first_time,roads_transport|routine
G104694,Medicines out of stock at government hospital,"Pranam sir, My father had chest pain at midnight and the ambulance took nearly three hours. He is stable by God's grace, but there is still no ambulance stationed within 30 km of Krishnapura. The next emergency will end differently. Our ration shop works fine, this is a different matter. Please treat this as top priority.",field_visit,Devgiri,first_time,healthcare|critical
G105809,Street lights not owrking in the bus stadn circle,"Respected sir, The transformer in MG layout burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness for three days now.",facebook,Chandpur,repeat_complaint,electricity|high
G100640,Pipeline burst flooding the street,"Namaskar, The overhead tank motor burnt out and nobody has repaired it. The tanker promised as an alternative comes once in four din and fights break out at the queue. Our colony in Kotehalli hsa not received drinking paani for three din now. Women are walking to the next village to fetch water while the tehsildar gives new dates every week. The sadak in front was repaired last year so at least that is fine. Hoping for quick action. Hum garib logon ki koi nahi sunta.",janata_darshan,Sundarnagar,repeat_complaint,water_supply|high
G105098,No doctor at the PHC since the festival,"We request a monthly specialist visit to the PHC in Ambalpet. Elderly patients travel two buses for a five-minute consultation now. Unlike the power cuts which stopped, this issue continues.",helpline_call,Kotehalli,escalated,healthcare|routine
G101440,Problem getting worse daily,"Sir ji, Canal pani never reaches the tail-end fields of Gandhi colony. Upstream farms take everything and the outlet gates are broken. Our faasl is drying while we watch. water supply here is otherwise okay, that is not the dikkat. pani supply here is otherwise okay, that is not the samasya. Please treat this as top priority.",helpline_call,Rampura,escalated,agriculture_irrigation|high
G101670,Sand lorries running at night,"Respected sir, Our neighbour has openly threatened to burn our shop tonight over a land dispute, and the station is refusing to note it down, calling it a ""family matter"". If something happens tonight the responsibility is on record now. Please treat this as top priority.",whatsapp,Ambalpet,repeat_complaint,law_and_order|critical
G105504,Chain snatching incidents in ward 7,"Sanmanya sir, The gambling den behind the market in Krishnapura runs till late and young boys from our colony have started going there. Requesting it be shut down. The road in front was repaired last year so at least that is fine. Hoping for quick action. Bega parihara madi, tumba urgent ide.",facebook,Devgiri,escalated,law_and_order|routine
G105124,Long pending issue,"Dear team, The transformer in MG layout burnt out and the lineman says a replacement needs approval from above. The whole street has been in darkness since the festival. Our flour mill and the tailor shops in MG layout sit idle half the day because supply comes and goes without any schedule. Diesel for the generator is eating all profit. The previous complaint number I was given never got a response. The MLA promised action on this before the elections but nothing happened.",facebook,Devgiri,repeat_complaint,electricity|high
G100112,Chain snatching incidenst in ward 7,"Sir ji, Lorries carrying illegally mined sand thunder through our gaon between midnight and 4 am, shaking the ghar. Everyone knows who runs it; no one dares to speak. The road in front was repaired last year so at least that is fine. This is bahut urgent.",facebook,Devgiri,repeat_complaint,law_and_order|high
G102859,Please help our colony,"Namaste, Streetside vendors and parked lorries have taken over the footpath near the old market area. We request the authorities to clear the encroachment and mark parking properly. Hoping for quick action.",helpline_call,Kotehalli,escalated,roads_transport|routine
G101242,Safety fo girls near the colleeg gate,"Namaskar, The men gathering near the college gate followed two girls to their homes yesterday shouting threats. Parents are keeping daughters home from classes starting today. This needs police presence this evening, not next week. We are suffering a lot.",janata_darshan,Chandpur,repeat_complaint,law_and_order|critical
G106671,Second time complaining,"Namaskar, A main pipeline near the weavers’ colony has been leaking since the rains started, paani flowing on the sadak daily. Requesting repair before the summer scarcity months. We are not asking about the pension, that is coming properly. Kindly do the needful. Kripya dhyan dijiye, bahut urgent hai.",field_visit,Malligere,escalated,water_supply|routine
G101066,Dangerous wires near houses,We face unscheduled power cuts of 6 to 8 hours daily in Rampura since yesterday. Students cannot study for exams and small businesses running on machines are shutting for the day. Everything is urgent for officials only when TV cameras come. We are suffering a lot.,field_visit,Malligere,escalated,electricity|high
G101513,Appeal to the war room,"Streetside vendors and parked lorries have taken over the footpath near Gandhi colony. We request the authorities to clear the encroachment and mark parking properly. janaru say the aspatre got new equipment, but our issue remains. This is very urgent. Daya vittu sahaya madi sir.",janata_darshan,Rampura,repeat_complaint,roads_transport|routine
G104500,Request for immediate action,"Respected sir, The sanction letter for the house support came four months ago but the first stage amount is still ""processing"". Kindly hceck where the file is held up. This has nothing to do with the school, the children are managing. If nothing happens we will raise it in the gram sabha agian. This is very urgent.",helpline_call,Devgiri,escalated,welfare_schemes|routine
G100815,Kindly look into this,"Dear team, There is no proper bus connectivity from Sundarangar to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Unlike the power cuts which stopped, this issue continues. Water supply here is otherwise okay, that is not the problem. The whole colony is waiting.",janata_darshan,Sundarnagar,escalated,roads_transport|routine
G103187,Urgent probelm in our area,"Namaste, My neighbour, a widow, was rejected for the pension saying her husband's death certificate has a one-letter name mismatch. Please guide which office corrects this. Water supply here is otherwise okay, that is not the problem. The whole colony is waiting.",janata_darshan,Sundarnagar,first_time,welfare_schemes|routine
G103318,Old-age pension stopped without reason,"Sir namaskara, My mother's old-age pension stopped coming for six months with no notice. It is her only income and she lives alone. the ward member says ""verification issue"" but cannot say what document is missing. I want to add my newborn daughter's name to our ration card and seed aadhaar for the scholarship. The portal keeps failing at the OTP step. janaru say the aspatre got new equipment, but our issue remains. We are not asking about the pension, that is coming properly.",whatsapp,Devgiri,repeat_complaint,welfare_schemes|high
G100430,No bus esrvice to our village,"Dear team, There is no proper bus connectivity from Kotehalli to the taluk centre. Students and workers wait an hour for one overcrowded private vehicle. Everything is urgent for officials only when TV cameras come. Please help us.",facebook,Rampura,first_time,roads_transport|routine
G105186,Name missing from beneficiary list,"Dear team, My neighbour, a widow, was rejected for the pension saying her husband's death certificate has a one-letter name mismatch. Please guide which office corrects this. If nothing happens we will raise it in the gram sabha again. Police did visit once but this complaint is not about them. Please help us.",helpline_call,Krishnapura,first_time,welfare_schemes|routine
G103972,Inflated electricity bills this month,"Namaste, Low-hanging live wires near the weavers’ colony are at head height after the storm. A buffalo was electrocuted yesterday evening; children walk under the same line to school every morning. If nothing happens we will raise it in the gram sabha again. Our ration shop works fine, this is a different matter. This is very urgent.",field_visit,Malligere,escalated,electricity|critical
G101351,"Borewell dry, tanker not coming","Namaskar, Our colony in Chandpur has not received drinking paani since the rains started. Women are walking to the next village to fetch water while the tehsildar gives new dates every week. Everything is urgent for officials only when TV cameras come. Kindly do the needful. Jaldi se jaldi madad kijiye sir.",whatsapp,Rampura,first_time,water_supply|high
G104199,Road dug up and left open since yesterday,"Sir namaskara, We request speed breakers near the school rasthe in the old market area. Vehicles pass fast during school hours and parents are worried. Kindly sanction it in the coming works. Every monsoon the same stretch in the old market area becomes impossible to cross, and this year it has already caused two accidents. The contractor vanished midway. We are not asking about the pension, that is coming properly. Hoping for quick action. Daya vittu sahaya madi sir.",facebook,Ambalpet,repeat_complaint,roads_transport|routine
G101963,Illegal liquor sale near teh school,"Sir namaste, The men gathering near the college gate followed two girls to their homes yesterday shouting threats. Parents are keeping daughters home from classes starting today. This needs police presence this evening, not next week. The previous complaint number I was given never got a response. Our ration shop works fine, this is a different matter. Please take immediate action.",janata_darshan,Ambalpet,escalated,law_and_order|critical
G104483,Potholes on the main road of the old market area,"Sanmanya sir, School vans have stopped entering ward 7 entirely. Parents now walk children 2 km because no vehicle can pass the stretch after the pipeline work. Streetside vendors and parked lorries have taken over the footpath near Gandhi colony. We request the authorities to clear the encroachemnt and mark parking properly. Hoping for quick action. Daya vittu sahaya madi sir.",facebook,Devgiri,first_time,roads_transport|high
G102330,Street lights not working in ward 11,"Respected sir, This month's bills are three to four times the usual amount for every house in our lane. The meter reader never actually visits; readings are invented. Please audit and correct. The pole outside our house sparks loudly and threw flames in last night's drizzle. The lineman says ""log a complaint"". One spark on the thatched roofs here and the whole row of houses will burn. Our ration shop works fine, this is a different matter. Kindly do the needful.",whatsapp,Chandpur,first_time,electricity|routine
G105613,Inflated electricity bills this month,"We request shifting of the electric pole standing in the middle of the approach rasthe to Gandhi colony. It was to be moved during the raste widening but was left as is. Please take immediate action. Bega parihara madi, tumba urgent ide.",helpline_call,Devgiri,repeat_complaint,electricity|routine
G105137,Fertilizer shortage at the co-op society,"Respected sir, The co-op society has had no urea stock for two weeks in peak season. Private dealers sell the same bag at almost double with forced extra items. The whole colony is waiting.",helpline_call,Sundarnagar,first_time,agriculture_irrigation|high
G102927,Ambulance response time complaint,"Namaskar, Pregnant women from MG layout are being turned away at night because nobody senior is on duty. Two deliveries happened in autos on the way to the district centre this month. A tragedy is waiting. We request a monthly specialist visit to the PHC in Ambalpet. Elderly patients travel two buses for a five-minute consultation now. log say the hospital got new equipment, but our issue remains. Police did visit once but this complaint is not about them. We are suffering a lot.",facebook,Malligere,repeat_complaint,healthcare|critical
G103499,Request for immediate action,"Sir namaskara, Our names were on the list at the ward member last year, but this month the dealer says our numbers no longer show in his machine. Ten families are affected in ward 4. If nothing happens we will raise it in the gram sabha again. Our ration shop works fine, this is a different matter. Please treat this as top priority.",helpline_call,Malligere,first_time,welfare_schemes|high
G103987,Long pedning issue,My pumpset subsidy application with all documents has been moving between two offices since yesterday. Kindly tell me where the file is and what remains. This is very urgent. Daya vittu sahaya madi sir.,whatsapp,Malligere,repeat_complaint,agriculture_irrigation|routine
G103012,Medicines out of stock at government hospital,"Dear team, The government hospital pharmacy says BP and diabetes medicines are out of stock for three days now. Poor patients are skipping doses because private prices are unaffordable. Dengue cases are rising in the old market area but no fogging or larvea inspection has happeend. Stagnant water everywhere after the rains. This has nothing to do with the school, the children are managing. Please escalate to higher officials.",helpline_call,Rampura,repeat_complaint,healthcare|high
G102621,Please help our colony,"My pumpset subsidy application with all documents has been moving between two offices since yesterday. Kindly tell me where the file is and what remains. My pumpset subsidy application with all documents has been moving between two offices since last week. Kindly tell me where the file is and what remains. Water supply here is otherwise okay, that is not the problem. This is very urgent.",helpline_call,Sundarnagar,first_time,agriculture_irrigation|routine
G100170,Complaint from residents,"Sir namaste, A trench dug for cable work near Ashraya layout has been left open without any barricade. Last raat a two-wheeler rider fell in and is in aspatal with head injuries. The next fall could kill someone. School vans have stopped entering ward 11 entirely. Parents now walk bacche 2 km because no vehicle can pass the stretch after the pipeline work. The previous shikayat number I was given never got a response. Hum garib logon ki koi nahi sunta.",janata_darshan,Chandpur,escalated,roads_transport|critical
